0	15	27	F02A9.6	T23G11.3	K05C4.6	ZK1067.1	F43C1.2	C34C6.6	F47D12.4	Y87G2A.10	C54D1.6	ZC101.2	Y18D10A.5	F22B5.7	C32D5.2	C32F10.2	F32H2.3
1	6	8	Y55D5A_391.b	rad-5	Y17G7A.2	C06C3.1	M117.2	C16C10.6
2	13	23	W03D8.4	C14F5.5	C10H11.9	K07D8.1	W03F8.5	F33D4.2	Y39H10A_224.a	sos-1	C04H5.6	F38E1.7	F55G1.13	W02A2.7	F27E5.2
3	19	43	ZK546.14	ZK792.6	EEED8.5	C56C10.3	C38D4.6	C56C10.8	F38A6.1	C54D1.5	K12C11.2	C05D11.4	T26E3.3	F58A3.2	Y34D9A.10	C37A2.4	ZK1058.2	F54D5.5	T14B4.7	C15F1.f	C44H4.7
